Deposit Date,1st receipt#,last receipt#, total deposit ,# receipts,VOID,Number of Visitors,Inspection Stops,Inspection Requests
11/17/2016,303334,303412,"$39,899.32 ",79,,67,52,144
11/18/2016,303414,303430,"$1,454.79 ",17,,0,53,158
11/21/2016,303432,303504,"$33,240.38 ",73,,65,36,92
11/22/2016,303506,303556,"$25,599.38 ",51,,41,54,119
11/23/2016,303558,303588,"$6,257.97 ",31,,33,35,90
11/28/2016,303590,303680,"$24,276.03 ",91,,54,28,82
11/29/2016,303732,303746,"$18,429.06 ",15,,43,50,114
11/30/2016,303748,303806,"$23,469.13 ",59,,47,47,113
12/1/2016,303808,303852,"$37,640.73 ",45,,52,47,100
12/2/2016,303854,303868,"$5,706.98 ",15,,0,57,135
12/5/2016,303870,303940,"$29,484.90 ",71,,62,35,81
12/6/2016,303942,304036,"$90,066.36 ",95,,55,60,143
12/7/2016,304038,304114,"$32,837.19 ",77,,50,53,123
12/8/2016,304116,304214,"$204,123.98 ",99,,51,52,121
12/9/2016,304216,304226,"$2,609.43 ",11,,0,40,97
12/12/2016,304228,304278,"$96,089.45 ",51,,50,33,87
12/13/2016,304280,304322,"$177,627.58 ",43,,44,54,135
12/14/2016,304324,304368,"$40,780.74 ",45,,39,43,95
12/15/2016,304370,304428,"$37,610.42 ",59,,49,46,130
12/16/2016,304430,304472,"$42,213.32 ",43,,0,31,82
12/19/2016,304474,304580,"$165,469.78 ",107,,59,36,96
12/20/2016,304582,304672,"$82,680.82 ",91,,46,58,144
12/21/2016,304674,304756,"$167,279.15 ",83,,61,51,130
12/22/2016,304758,304830,"$85,203.22 ",73,,47,1,1
12/23/2016,HOLIDAY,,,#VALUE!,,,,
12/24/2016,HOLIDAY,,,#VALUE!,,,,
12/25/2016,HOLIDAY,,,#VALUE!,,,,
12/26/2016,HOLIDAY,,,#VALUE!,,,,
12/27/2016,HOLIDAY,,,#VALUE!,,,,
12/28/2016,HOLIDAY,,,#VALUE!,,,,
12/29/2016,HOLIDAY,,,#VALUE!,,,,
12/30/2016,HOLIDAY,,,#VALUE!,,,,
12/31/2016,HOLIDAY,,,#VALUE!,,,,
1/1/2017,HOLIDAY,,,#VALUE!,,,,
1/2/2017,HOLIDAY,,,#VALUE!,,,,
1/3/2017,304832,304904,"$22,972.45 ",73,,55,77,202
1/4/2017,304906,304956,"$41,297.23 ",51,,47,49,146
1/5/2017,304958,305110,"$62,516.19 ",153,,48,47,112
1/6/2017,305112,305124,"$1,034.62 ",13,,0,37,85
1/9/2017,305126,305220,"$81,162.27 ",95,,53,25,53
1/10/2017,305222,305290,"$28,770.56 ",69,,33,42,108
1/11/2017,305292,305342,"$25,334.49 ",51,,34,22,61
1/12/2017,305344,305390,"$21,862.39 ",47,,50,47,124
1/13/2017,305392,305404,"$2,537.67 ",13,,0,40,117
1/16/2017,HOLIDAY,,,#VALUE!,,,,
1/17/2017,305408,305464,"$30,661.49 ",57,,58,49,122
1/18/2017,305466,305536,"$43,390.27 ",71,,44,47,119
1/19/2017,305538,305582,"$17,312.54 ",45,,23,32,73
1/20/2017,305584,305584,$40.00 ,1,,0,43,111
1/23/2017,305586,305668,"$23,119.41 ",83,,59,25,61
1/24/2017,305670,305742,"$26,547.81 ",73,,59,41,97
1/25/2017,305746,305800,"$25,780.45 ",55,,41,52,130
1/26/2017,305802,305880,"$22,207.62 ",79,,46,47,115
1/27/2017,305882,305906,"$7,542.36 ",25,,0,58,134
1/30/2017,305908,305976,"$136,020.97 ",69,,45,2,9
1/31/2017,305978,306066,"$263,104.03 ",89,,46,56,119
2/1/2017,306068,306124,"$24,372.08 ",57,,40,46,92
2/2/2017,306126,306192,"$20,556.94 ",67,,45,37,84
2/3/2017,306194,306200,"$4,558.47 ",7,,0,54,128
2/6/2017,306202,306274,"$72,041.69 ",73,,72,23,57
2/7/2017,306278,306356,"$59,012.81 ",79,,39,48,116
2/8/2017,306358,306422,"$20,017.15 ",65,,28,38,85
2/9/2017,306424,306486,"$15,695.10 ",63,,27,29,94
2/10/2017,306488,306510,"$791,439.42 ",23,,0,40,112
2/13/2017,306512,306578,"$25,843.89 ",67,,57,31,74
2/14/2017,306580,306666,"$90,615.72 ",87,,45,39,86
2/15/2017,306668,306716,"$27,922.04 ",49,,40,48,123
2/16/2017,306718,306780,"$75,159.57 ",63,,50,28,59
2/17/2017,306782,306788,"$6,947.78 ",7,,0,,
2/20/2017,Holiday,,,#VALUE!,,,,
2/21/2017,306790,306874,"$57,444.57 ",85,,65,44,116
2/22/2017,306876,306942,"$87,851.45 ",67,,51,41,128
2/23/2017,306944,306996,"$36,736.93 ",53,,47,38,93
2/24/2017,306998,307014,"$12,193.39 ",17,,0,43,131
2/27/2017,307016,307104,"$83,093.64 ",89,,71,32,79
2/28/2017,307106,307182,"$49,899.12 ",77,,63,45,117
3/1/2017,307186,307246,"$62,459.64 ",61,,34,43,114
3/2/2017,307248,307334,"$406,697.77 ",87,,44,39,98
3/3/2017,307336,307342,"$1,702.50 ",7,,0,45,113
3/6/2017,307344,307416,"$236,763.74 ",73,,61,23,63
3/7/2017,307418,307468,"$15,029.25 ",51,,54,29,66
3/8/2017,307470,307550,"$38,971.37 ",81,,44,45,100
3/9/2017,307552,307594,"$16,685.65 ",43,,44,50,108
3/10/2017,0,0, $-   ,1,,0,42,99
3/13/2017,307596,307666,"$93,311.10 ",71,,60,33,78
3/14/2017,307668,307702,"$57,769.92 ",35,,35,65,164
3/15/2017,307706,307788,"$478,644.40 ",83,,56,45,95
3/16/2017,307790,307836,"$19,713.12 ",47,,42,45,93
3/17/2017,307838,307848,"$7,046.19 ",11,,0,45,99
3/20/2017,307850,307904,"$31,582.36 ",55,,61,26,64
3/21/2017,307906,307974,"$51,463.25 ",69,,48,33,69
3/22/2017,307976,308040,"$25,554.47 ",65,,41,46,116
3/23/2017,308042,308092,"$107,852.56 ",51,,47,34,84
3/24/2017,308094,308104,"$14,479.74 ",11,,0,27,71
3/27/2017,308106,308172,"$16,602.00 ",67,,91,29,76
3/28/2017,308174,308246,"$42,087.01 ",73,,36,44,109
3/29/2017,308248,308292,"$77,797.85 ",45,,35,48,127
3/30/2017,308294,308374,"$126,122.03 ",81,,15,39,85
3/31/2017,308376,308384,"$4,731.51 ",9,,0,53,156
4/3/2017,308386,308486,"$108,291.65 ",101,,75,28,62
4/4/2017,308488,308564,"$1,055,307.17 ",77,,41,51,127
4/5/2017,308566,308608,"$25,493.34 ",43,,40,49,121
4/6/2017,308610,308660,"$132,459.07 ",51,,38,55,129
4/7/2017,308662,308704,"$19,016.51 ",43,,0,47,128
4/10/2017,308706,308774,"$62,877.36 ",69,,56,20,41
4/11/2017,308776,308840,"$49,492.51 ",65,,49,49,124
4/12/2017,308842,308904,"$34,054.29 ",63,,38,30,76
4/13/2017,308906,308964,"$63,504.40 ",59,,60,39,99
4/14/2017,308966,308970,$590.20 ,5,,0,38,99
4/17/2017,308972,309030,"$12,890.60 ",59,,41,30,79
4/18/2017,309032,309110,"$48,448.17 ",79,,57,44,99
4/19/2017,309112,309182,"$24,853.30 ",71,,50,50,127
4/20/2017,309184,309224,"$11,014.78 ",41,,49,47,103
4/21/2017,309226,309230,"$2,343.03 ",5,,0,53,124
4/24/2017,309232,309284,"$25,429.87 ",53,,57,34,63
4/25/2017,309286,309376,"$69,132.31 ",91,,33,40,72
4/26/2017,309378,309436,"$131,774.72 ",59,,45,55,134
4/27/2017,309438,309480,"$11,658.97 ",43,,37,42,97
4/28/2017,309482,309488,"$7,294.54 ",7,,0,39,88
4/30/2017,,,,1,,,,
5/1/2017,309490,309552,"$19,313.78 ",63,,43,30,67
5/2/2017,309554,309630,"$103,127.39 ",77,,50,57,122
5/3/2017,309632,309688,"$28,269.46 ",57,,38,47,104
5/4/2017,309690,309760,"$127,680.74 ",71,,48,39,92
5/5/2017,309762,309772,"$11,922.01 ",11,,0,49,123
5/8/2017,309774,309842,"$156,472.20 ",69,,53,39,94
5/9/2017,309844,309924,"$42,454.14 ",81,,55,54,113
5/10/2017,309926,309994,"$44,138.51 ",69,,73,36,76
5/11/2017,309996,310074,"$40,818.92 ",79,,54,58,111
5/12/2017,310076,310092,"$2,686.94 ",17,,0,40,85
5/15/2017,310094,310186,"$47,113.70 ",93,,42,33,85
5/16/2017,310188,310282,"$87,337.89 ",95,,50,58,125
5/17/2017,310284,310328,"$45,531.05 ",45,,43,57,122
5/18/2017,310330,310370,"$17,811.37 ",41,,58,55,122
5/19/2017,310372,310394,"$15,712.85 ",23,,0,51,130
5/22/2017,310396,310470,"$39,079.74 ",75,,64,37,101
5/23/2017,310472,310536,"$42,786.96 ",65,,39,54,147
5/24/2017,310538,310596,"$32,316.72 ",59,,61,56,143
5/25/2017,310598,310660,"$32,257.97 ",63,,47,52,111
5/26/2017,310662,310674,"$9,059.18 ",13,,0,43,82
5/29/2017,,,,1,,,,
5/30/2017,310676,310730,"$177,881.05 ",55,,62,37,65
5/31/2017,310732,310784,"$25,404.00 ",53,,47,49,124
6/1/2017,310786,310854,"$44,974.47 ",69,,62,50,113
6/2/2017,310856,310884,"$6,539.53 ",29,,0,44,107
6/5/2017,310886,310986,"$51,054.35 ",101,,75,31,56
6/6/2017,310990,311066,"$167,612.89 ",77,,64,50,106
6/7/2017,311068,311122,"$25,288.44 ",55,,58,52,129
6/8/2017,311126,311178,"$24,670.38 ",53,,64,57,117
6/9/2017,311180,311216,"$17,764.48 ",37,,0,38,89
6/12/2017,311218,311272,"$29,250.86 ",55,,57,39,87
6/13/2017,311274,311334,"$23,103.55 ",61,,43,48,81
6/14/2017,311336,311382,"$30,765.54 ",47,,57,46,98
6/15/2017,311384,311424,"$37,385.94 ",41,,45,52,125
6/16/2017,311426,311448,"$33,915.88 ",23,,0,26,61
6/19/2017,311450,311498,"$30,516.41 ",49,,50,25,78
6/20/2017,311502,311550,"$23,406.78 ",49,,45,48,103
6/21/2017,311552,311600,"$26,139.92 ",49,,49,62,153
6/22/2017,311602,311698,"$74,742.33 ",97,,55,49,114
6/23/2017,311700,311700,$85.00 ,1,,0,44,83
6/26/2017,311702,311782,"$19,454.15 ",81,,39,30,59
6/27/2017,311784,311860,"$58,119.46 ",77,,48,56,156
6/28/2017,311862,311936,"$37,645.52 ",75,,61,49,106
6/29/2017,311938,311990,"$27,351.28 ",53,,,39,81
6/30/2017,311992,311992,$32.50 ,1,,0,52,118
7/3/2017,311994,312060,"$33,643.08 ",67,,47,25,56
7/4/2017,HOLIDAY,,,#VALUE!,,,,
7/5/2017,312062,312134,"$35,252.70 ",73,,55,30,66
7/6/2017,312136,312216,"$121,843.50 ",81,,42,42,111
7/7/2017,312218,312230,"$1,168.26 ",13,,0,50,141
7/10/2017,312232,312286,"$166,289.66 ",55,,70,35,86
7/11/2017,312288,312346,"$40,419.43 ",59,,55,44,106
7/12/2017,312348,312402,"$123,931.07 ",55,,68,41,93
7/13/2017,312404,312456,"$24,541.76 ",53,,53,72,165
7/14/2017,312458,312474,"$12,150.94 ",17,,0,41,93
7/17/2017,312476,312548,"$63,245.96 ",73,,63,33,70
7/18/2017,312550,312604,"$56,856.14 ",55,,52,25,47
7/19/2017,312606,312654,"$7,083.21 ",49,,41,60,141
7/20/2017,312656,312716,"$44,614.14 ",61,,52,41,105
7/21/2017,312718,312768,"$21,686.55 ",51,,0,61,142
7/24/2017,312770,312830,"$34,262.80 ",61,,59,38,88
7/25/2017,312832,312900,"$772,732.71 ",69,,64,40,110
7/26/2017,312902,312958,"$19,321.64 ",57,,45,39,83
7/27/2017,312960,313006,"$28,074.02 ",47,,58,25,61
7/28/2017,0,0, $-   ,1,,0,35,81
7/31/2017,313008,313074,"$29,894.50 ",67,,61,38,96
8/1/2017,313076,313140,"$25,064.04 ",65,,42,34,77
8/2/2017,313142,313220,"$46,692.92 ",79,,56,48,131
8/3/2017,313222,313278,"$64,833.85 ",57,,56,43,113
8/4/2017,313280,313360,"$15,663.86 ",81,,0,53,132
8/7/2017,313362,313432,"$96,476.22 ",71,,57,37,74
8/8/2017,313434,313502,"$16,425.83 ",69,,50,48,130
8/9/2017,313504,313582,"$54,474.67 ",79,,58,50,117
8/10/2017,313584,313650,"$23,532.55 ",67,,49,43,106
8/11/2017,313652,313732,"$6,493.50 ",81,,0,61,136
8/14/2017,313734,313818,"$49,406.83 ",85,,78,27,61
8/15/2017,313820,313882,"$39,556.52 ",63,,57,45,97
8/16/2017,313884,313960,"$38,751.95 ",77,,50,39,97
8/17/2017,313962,314044,"$71,785.13 ",83,,57,49,108
8/18/2017,314046,314054,"$1,363.75 ",9,,0,59,127
8/21/2017,314056,314106,"$44,513.81 ",51,,54,29,65
8/22/2017,314108,314200,"$62,441.94 ",93,,57,57,145
8/23/2017,314202,314244,"$42,140.96 ",43,,43,51,103
8/24/2017,314246,314316,"$24,438.45 ",71,,60,36,92
8/25/2017,314318,314318,"$3,965.43 ",1,,0,49,136
8/28/2017,314320,314364,"$64,561.65 ",45,,63,34,94
8/29/2017,314366,314420,"$63,619.95 ",55,,52,52,122
8/30/2017,314422,314472,"$31,721.26 ",51,,44,70,141
8/31/2017,314474,314568,"$1,173,628.09 ",95,,62,37,63
9/1/2017,314576,314632,"$10,680.33 ",57,,0,39,110
9/4/2017,HOLIDAY,,,#VALUE!,,,,
9/5/2017,314634,314712,"$59,540.80 ",79,,58,31,76
9/6/2017,314714,314796,"$39,848.01 ",83,,54,62,132
9/7/2017,314798,314874,"$34,759.93 ",77,,61,41,93
9/8/2017,314876,314888,$975.26 ,13,,0,47,116
9/11/2017,314890,314958,"$50,392.18 ",69,,77,34,73
9/12/2017,314960,315030,"$24,910.02 ",71,,70,37,92
9/13/2017,315032,315110,"$74,498.38 ",79,,48,66,162
9/14/2017,315112,315244,"$70,948.89 ",133,,50,51,132
9/15/2017,315246,315316,"$4,267.48 ",71,,0,59,126
9/18/2017,315318,315384,"$23,396.55 ",67,,44,30,84
9/19/2017,315386,315428,"$18,373.21 ",43,,56,47,129
9/20/2017,315430,315484,"$24,257.38 ",55,,52,43,87
9/21/2017,315486,315610,"$434,074.49 ",125,,57,43,97
9/22/2017,315612,315620,"$12,832.63 ",9,,0,45,118
9/25/2017,315622,315706,"$172,504.67 ",85,,43,42,102
9/26/2017,315708,315762,"$57,850.98 ",55,,52,36,86
9/27/2017,315764,315794,"$10,023.79 ",31,,47,39,86
9/28/2017,315796,315936,"$887,973.66 ",141,,50,42,101
9/29/2017,315938,315998,"$3,975.66 ",61,,0,43,97
10/2/2017,316000,316092,"$31,544.19 ",93,,77,41,124
10/3/2017,316094,316156,"$43,543.63 ",63,,55,50,113
10/4/2017,316158,316256,"$79,789.78 ",99,,56,33,78
10/5/2017,316258,316340,"$40,984.77 ",83,,64,41,95
10/6/2017,316342,316370,"$22,540.80 ",29,,0,52,121
10/9/2017,316372,316448,"$55,188.51 ",77,,51,29,75
10/10/2017,316450,316514,"$42,148.57 ",65,,61,52,111
10/11/2017,316516,316542,"$13,199.14 ",27,,23,42,105
10/12/2017,316546,316634,"$101,237.63 ",89,,66,32,71
10/13/2017,316636,316648,$756.01 ,13,,0,60,134
10/16/2017,316650,316726,"$26,606.11 ",77,,81,39,92
10/17/2017,316728,316840,"$47,511.68 ",113,,44,41,107
10/18/2017,316842,316872,"$15,261.66 ",31,,35,55,130
10/19/2017,316874,316934,"$29,824.60 ",61,,48,45,121
10/20/2017,316936,316950,"$4,297.83 ",15,,0,53,128
10/23/2017,316952,317046,"$24,669.23 ",95,,76,26,59
10/24/2017,317048,317126,"$50,295.64 ",79,,45,43,104
10/25/2017,317128,317185,"$22,000.54 ",58,,38,52,139
10/26/2017,317187,317247,"$340,432.13 ",61,,57,56,147
10/27/2017,317249,317269,"$5,677.07 ",21,,0,52,123
10/30/2017,317271,317345,"$933,249.60 ",75,,65,29,64
10/31/2017,317347,317419,"$42,708.60 ",73,,54,64,184
11/1/2017,317421,317483,"$21,160.54 ",63,,51,71,148
11/2/2017,317485,317567,"$72,857.56 ",83,,56,54,121
11/3/2017,317569,317595,"$9,598.40 ",27,,0,38,106
11/6/2017,317597,317655,"$67,942.83 ",59,,48,34,96
11/7/2017,317657,317737,"$30,847.45 ",81,,42,52,123
11/8/2017,317739,317795,"$36,689.24 ",57,,42,56,133
11/9/2017,317801,317867,"$44,510.07 ",67,,55,46,103
11/10/2017,HOLIDAY,,,#VALUE!,,,,
11/13/2017,317869,317933,"$26,069.76 ",65,,40,45,86
11/14/2017,317935,317997,"$20,176.47 ",63,,35,41,105
11/15/2017,317999,318049,"$21,913.09 ",51,,42,43,116
11/16/2017,318051,318145,"$58,804.18 ",95,,61,49,139
11/17/2017,318147,318159,"$2,079.48 ",13,,0,46,113
11/20/2017,318161,318239,"$81,943.35 ",79,,64,56,114
11/21/2017,318241,318309,"$48,290.70 ",69,,51,52,137
11/22/2017,318311,318339,"$29,679.55 ",29,,22,49,116
11/23/2017,HOLIDAY,,,#VALUE!,,,,
11/24/2017,HOLIDAY,,,#VALUE!,,,,
11/25/2017,HOLIDAY,,,#VALUE!,,,,
11/26/2017,HOLIDAY,,,#VALUE!,,,,
11/27/2017,318341,318393,"$53,689.55 ",53,,36,26,44
11/28/2017,318395,318451,"$78,988.83 ",57,,44,41,83
11/29/2017,318453,318517,"$31,305.24 ",65,,42,43,108
11/30/2017,,,,1,,54,,
12/1/2017,318579,318589,"$2,066.71 ",11,,0,39,101
12/4/2017,318591,318663,"$124,530.87 ",73,,67,44,104
12/5/2017,318665,318715,"$97,093.77 ",51,,48,49,106
12/6/2017,318717,318775,"$32,356.40 ",59,,48,54,133
12/7/2017,318777,318823,"$18,818.93 ",47,,42,57,127
12/8/2017,318825,318839,"$11,097.56 ",15,,0,40,96
12/11/2017,318841,318897,"$14,793.48 ",57,,49,30,56
12/12/2017,318899,318955,"$26,447.41 ",57,,51,41,91
12/13/2017,318957,319027,"$35,353.39 ",71,,55,58,146
12/14/2017,319029,319079,"$35,649.75 ",51,,36,53,121
12/15/2017,319081,319099,"$6,059.58 ",19,,0,45,102
12/18/2017,319101,319155,"$29,600.33 ",55,,37,33,78
12/19/2017,319157,319225,"$44,108.75 ",69,,60,54,142
12/20/2017,319227,319285,"$385,202.28 ",59,,42,47,115
12/21/2017,319287,319353,"$50,760.32 ",67,,56,45,133
12/22/2017,,,,1,,,,
12/23/2017,,,,1,,,,
12/24/2017,,,,1,,,,
12/25/2017,,,,1,,,,
12/26/2017,,,,1,,,,
12/27/2017,,,,1,,,,
12/28/2017,,,,1,,,,
12/29/2017,,,,1,,,,
12/30/2017,,,,1,,,,
12/31/2017,,,,1,,,,
1/1/2018,,,,1,,,,
1/2/2018,319355,319409,"$46,586.60 ",55,,74,44,107
1/3/2018,319411,319447,"$9,928.07 ",37,,45,66,168
1/4/2018,319451,319519,"$216,846.76 ",69,,58,55,149
1/5/2018,319521,319607,"$26,915.19 ",87,,0,51,121
1/8/2018,319609,319653,"$26,135.69 ",45,,51,37,80
1/9/2018,319655,319691,"$399,321.15 ",37,,43,33,87
1/10/2018,319693,319743,"$57,341.35 ",51,,42,37,103
1/11/2018,319745,319789,"$371,778.29 ",45,,34,44,114
1/12/2018,319791,319879,"$20,033.86 ",89,,0,44,115
1/16/2018,319881,319941,"$44,547.45 ",61,,72,43,103
1/17/2018,319943,319999,"$22,387.87 ",57,,49,45,133
1/18/2018,320001,320031,"$13,609.32 ",31,,45,41,108
1/19/2018,320033,320061,"$6,723.01 ",29,,0,40,111
1/22/2018,320063,320115,"$46,088.43 ",53,,60,36,65
1/23/2018,320117,320175,"$48,804.30 ",59,,47,39,97
1/24/2018,320177,320249,"$27,006.79 ",73,,51,48,140
1/25/2018,320251,320307,"$36,679.22 ",57,,58,35,83
1/26/2018,320309,320331,"$10,717.70 ",23,,0,37,117
1/29/2018,320333,320399,"$68,904.93 ",67,,64,34,82
1/30/2018,320401,320435,"$19,821.31 ",35,,46,38,93
1/31/2018,320437,320489,"$26,227.65 ",53,,37,42,91
2/1/2018,320489,320533,"$359,550.90 ",45,,58,40,90
2/2/2018,320535,320545,"$5,358.10 ",11,,0,43,107
2/5/2018,320547,320607,"$31,649.77 ",61,,53,35,80
2/6/2018,320609,320667,"$89,926.49 ",59,,60,53,128
2/7/2018,320669,320747,"$51,588.75 ",79,,46,46,101
2/8/2018,320749,320811,"$15,816.76 ",63,,51,46,108
2/9/2018,320813,320827,"$7,085.75 ",15,,0,55,157
2/12/2018,320829,320883,"$29,827.22 ",55,,50,56,125
2/13/2018,320885,320945,"$72,180.28 ",61,,58,53,122
2/14/2018,320947,321013,"$21,675.67 ",67,,43,40,98
2/15/2018,321015,321063,"$65,754.19 ",49,,46,42,106
2/16/2018,321065,321087,"$222,936.82 ",23,,0,50,134
2/19/2018,HOLIDAY,,,#VALUE!,,,,
2/20/2018,321089,321145,"$44,801.66 ",57,,61,45,90
2/21/2018,321147,321223,"$55,730.02 ",77,,39,60,133
2/22/2018,321225,321283,"$31,742.03 ",59,,51,44,104
2/23/2018,321285,321293,"$3,078.75 ",9,,0,44,122
2/26/2018,321295,321363,"$29,350.15 ",69,,49,15,37
2/27/2018,321365,321427,"$57,405.58 ",63,,46,47,101
2/28/2018,321429,321505,"$42,036.00 ",77,,46,58,146
3/1/2018,321513,321591,"$84,124.16 ",79,,61,45,151
3/2/2018,321593,321601,"$1,223.55 ",9,,0,32,85
3/5/2018,321603,321659,"$28,384.53 ",57,,52,20,63
3/6/2018,321661,321739,"$108,001.83 ",79,,55,29,69
3/7/2018,321741,321797,"$41,649.85 ",57,,56,37,93
3/8/2018,321799,321853,"$48,465.19 ",55,,54,53,134
3/9/2018,321855,321861,$615.15 ,7,,0,44,139
3/12/2018,321863,321919,"$18,285.78 ",57,,59,30,77
3/13/2018,321921,321993,"$453,826.96 ",73,,,36,83
3/14/2018,321995,322055,"$60,676.33 ",61,,,35,84
3/15/2018,322057,322105,"$21,566.41 ",49,,,49,139
3/16/2018,322107,322123,"$1,596.54 ",17,,0,44,120
3/19/2018,322125,322173,"$34,668.32 ",49,,50,40,124
3/20/2018,322175,322231,"$40,730.64 ",57,,52,37,99
3/21/2018,322233,322311,"$184,416.27 ",79,,65,34,76
3/22/2018,322313,322373,"$42,702.65 ",61,,45,42,116
3/23/2018,322375,322411,"$12,964.49 ",37,,0,40,98
3/26/2018,322413,322479,"$102,069.07 ",67,,62,38,90
3/27/2018,322482,322532,"$27,699.51 ",51,,42,38,99
3/28/2018,322534,322626,"$41,080.77 ",93,,52,44,118
3/29/2018,322628,322672,"$14,898.49 ",45,,64,41,81
3/30/2018,322674,322712,"$8,610.04 ",39,,0,40,86
4/2/2018,322714,322782,"$50,436.03 ",69,,62,29,70
4/3/2018,322786,322848,"$133,894.78 ",63,,47,42,96
4/4/2018,322852,322926,"$178,748.17 ",75,,49,33,79
4/5/2018,322928,322962,"$15,237.07 ",35,,41,49,122
4/6/2018,322964,323006,"$27,974.95 ",43,,0,41,116
4/9/2018,323008,323078,"$38,218.64 ",71,,54,34,92
4/10/2018,323080,323160,"$73,006.57 ",81,,54,46,112
4/11/2018,323162,323212,"$21,251.47 ",51,,59,47,125
4/12/2018,323214,323276,"$25,500.49 ",63,,32,57,142
4/13/2018,323278,323320,"$12,658.31 ",43,,0,40,115
4/16/2018,323322,323386,"$61,618.28 ",65,,62,33,87
4/17/2018,323388,323448,"$20,991.65 ",61,,48,48,126
4/18/2018,323450,323514,"$162,361.56 ",65,,52,46,105
4/19/2018,323516,323568,"$66,471.69 ",53,,55,53,120
4/20/2018,323570,323616,"$17,196.84 ",47,,0,35,85
4/23/2018,323618,323676,"$17,037.68 ",59,,44,34,81
4/24/2018,323678,323714,"$24,850.41 ",37,,35,33,78
4/25/2018,323716,323754,"$13,173.38 ",39,,49,41,93
4/26/2018,201800001,201800041,"$97,643.49 ",41,,47,66,170
4/27/2018,201800042,201800048,"$2,993.75 ",7,,0,32,75
4/30/2018,201800049,201800091,"$85,954.82 ",43,,58,22,56
5/1/2018,201800092,201800116,"$49,635.15 ",25,,42,36,72
5/2/2018,201800117,201800139,"$84,225.79 ",23,,34,42,106
5/3/2018,201800140,201800160,"$22,873.86 ",21,,43,27,63
5/4/2018,201800161,201800178,"$13,328.13 ",18,,0,43,109
5/7/2018,201800179,201800212,"$48,889.36 ",34,,46,34,63
5/8/2018,201800213,201800243,"$24,892.45 ",31,,45,52,124
5/9/2018,201800244,201800261,"$12,466.46 ",18,,41,44,108
5/10/2018,201800262,201800289,"$35,984.57 ",28,,49,39,94
5/11/2018,201800290,201800305,"$24,632.08 ",16,,0,49,106
5/14/2018,201800306,201800339,"$81,596.60 ",34,,62,32,87
5/15/2018,201800340,201800368,"$427,226.72 ",29,,56,38,90
5/16/2018,201800369,201800390,"$28,783.44 ",22,,41,35,85
5/17/2018,201800391,201800419,"$26,691.93 ",29,,47,40,100
5/18/2018,201800420,201800428,"$2,039.75 ",9,,0,45,133
5/21/2018,201800429,201800464,"$2,389,410.94 ",36,,76,33,77
5/22/2018,201800465,201800492,"$26,167.83 ",28,,39,42,123
5/23/2018,201800493,201800515,"$35,053.27 ",23,,57,62,159
5/24/2018,201800516,201800546,"$33,502.00 ",31,,48,53,117
5/25/2018,201800547,201800569,"$15,322.34 ",23,,0,58,157
5/28/2018,HOLIDAY,,,#VALUE!,,0,0,0
5/29/2018,201800570,201800609,"$86,033.45 ",40,,76,31,78
5/30/2018,201800610,201800653,"$65,550.20 ",44,,55,64,156
5/31/2018,201800654,201800682,"$35,678.97 ",29,,61,58,144
6/1/2018,201800683,201800699,"$1,461.79 ",17,,0,71,205
6/4/2018,201800700,201800725,"$23,425.10 ",26,,52,42,132
6/5/2018,201800726,201800756,"$38,369.27 ",31,,51,69,173
6/6/2018,201800757,201800786,"$67,373.81 ",30,,56,51,135
6/7/2018,201800787,201800819,"$47,056.48 ",33,,55,67,163
6/8/2018,201800820,201800836,"$3,871.94 ",17,,0,61,168
6/11/2018,201800837,201800855,"$24,151.81 ",19,,60,38,116
6/12/2018,201800856,201800910,"$63,566.83 ",55,,51,38,101
6/13/2018,201800911,201800929,"$53,566.29 ",19,,56,58,132
6/14/2018,201800930,201800957,"$32,283.56 ",28,,54,63,182
6/15/2018,201800958,201800959,$690.00 ,2,,0,56,149
6/17/2018,,,,1,,,,
6/18/2018,201800960,201800986,"$29,984.42 ",27,,49,40,88
6/19/2018,201800987,201801013,"$25,036.53 ",27,,40,59,139
6/20/2018,201801014,201801036,"$28,112.86 ",23,,65,75,213
6/21/2018,201801037,201801079,"$61,188.86 ",43,,40,65,175
6/22/2018,201801080,201801106,"$13,545.78 ",27,,0,63,176
6/25/2018,201801107,201801134,"$22,129.78 ",28,,50,59,158
6/26/2018,201801135,201801159,"$64,174.92 ",25,,57,58,152
6/27/2018,201801160,201801185,"$74,206.81 ",26,,53,71,183
6/28/2018,201801187,201801215,"$42,927.45 ",29,,63,72,197
6/29/2018,201801216,201801236,"$22,934.35 ",21,,0,62,149
7/2/2018,201801238,201801261,"$69,020.37 ",24,,54,38,90
7/3/2018,201801262,201801289,"$28,443.93 ",28,,46,57,179
7/4/2018,HOLIDAY,,,#VALUE!,,,,
7/5/2018,201801290,201801333,"$88,297.49 ",44,,45,47,125
7/6/2018,201801334,201801346,"$4,177.31 ",13,,0,54,149
7/9/2018,201801347,201801390,"$83,946.77 ",44,,64,46,118
7/10/2018,201801391,201801414,"$17,210.52 ",24,,45,73,179
7/11/2018,,,,1,,52,62,143
7/12/2018,,,,1,,,73,180
7/13/2018,,,,1,,,56,164
7/16/2018,,,,1,,,48,133
7/17/2018,,,,1,,40,71,200
7/18/2018,,,,1,,53,60,173
7/19/2018,201801548,201801576,"$61,005.19 ",29,,47,63,178
7/20/2018,201801577,201801602,"$6,086.16 ",26,,0,55,155
